item_id,product_name,current_stock,stock_status,priority,alert
40,LightGoldenRodYellow Soluta,0,Perfect,Medium,Future Restock Warning: Forecasted sales 418 exceed current stock 0
41,YellowGreen Doloribus,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
42,LawnGreen Dolorum,0,Overstock,Low,Future Restock Warning: Forecasted sales 478 exceed current stock 0
43,LavenderBlush Inventore,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 430 exceed current stock 0
44,Snow Nihil,0,Overstock,Medium,Future Restock Warning: Forecasted sales 447 exceed current stock 0
45,MediumPurple Vel,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 435 exceed current stock 0
46,SlateGray Reiciendis,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 437 exceed current stock 0
47,LightCoral Repellendus,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 471 exceed current stock 0
48,HotPink Debitis,0,Perfect,Medium,Future Restock Warning: Forecasted sales 437 exceed current stock 0
49,Violet Est,0,Overstock,Medium,Future Restock Warning: Forecasted sales 452 exceed current stock 0
50,Moccasin Soluta,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 424 exceed current stock 0
51,PaleVioletRed Natus,0,Overstock,Medium,Future Restock Warning: Forecasted sales 421 exceed current stock 0
52,GoldenRod Excepturi,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 428 exceed current stock 0
53,SpringGreen Corrupti,0,Overstock,Medium,Future Restock Warning: Forecasted sales 410 exceed current stock 0
54,LightSkyBlue Tenetur,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 459 exceed current stock 0
55,GoldenRod Quae,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 449 exceed current stock 0
56,MediumSeaGreen Excepturi,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
57,MintCream Praesentium,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 428 exceed current stock 0
58,LightSkyBlue Magni,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 431 exceed current stock 0
59,LightSteelBlue Omnis,0,Perfect,Medium,Future Restock Warning: Forecasted sales 467 exceed current stock 0
60,Gold Quasi,0,Overstock,Low,Future Restock Warning: Forecasted sales 471 exceed current stock 0
61,Olive Deleniti,0,Overstock,Low,Future Restock Warning: Forecasted sales 448 exceed current stock 0
62,LightSkyBlue Similique,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
63,HotPink Minima,0,Overstock,Low,Future Restock Warning: Forecasted sales 441 exceed current stock 0
64,Chocolate Laudantium,0,Overstock,Low,Future Restock Warning: Forecasted sales 441 exceed current stock 0
65,Coral Nihil,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
66,SlateGray Alias,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 461 exceed current stock 0
67,SteelBlue Ratione,0,Perfect,Medium,Future Restock Warning: Forecasted sales 455 exceed current stock 0
68,Green Recusandae,0,Overstock,Medium,Future Restock Warning: Forecasted sales 436 exceed current stock 0
69,DimGray Numquam,0,Perfect,Medium,Future Restock Warning: Forecasted sales 458 exceed current stock 0
70,Olive Impedit,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 476 exceed current stock 0
71,Orchid Repellat,0,Perfect,Medium,Future Restock Warning: Forecasted sales 443 exceed current stock 0
72,RosyBrown Cum,0,Perfect,Medium,Future Restock Warning: Forecasted sales 456 exceed current stock 0
73,Teal Eius,0,Overstock,Medium,Future Restock Warning: Forecasted sales 463 exceed current stock 0
74,PowderBlue Enim,0,Overstock,Low,Future Restock Warning: Forecasted sales 433 exceed current stock 0
75,Wheat Pariatur,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 458 exceed current stock 0
76,DarkSlateBlue Alias,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 449 exceed current stock 0
77,Thistle Voluptates,0,Perfect,Medium,Future Restock Warning: Forecasted sales 467 exceed current stock 0
78,DeepSkyBlue Atque,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 430 exceed current stock 0
79,Coral Soluta,0,Perfect,Medium,Future Restock Warning: Forecasted sales 463 exceed current stock 0
80,Beige Molestias,0,Overstock,Medium,Future Restock Warning: Forecasted sales 470 exceed current stock 0
81,Wheat Velit,0,Perfect,Medium,Future Restock Warning: Forecasted sales 501 exceed current stock 0
82,SlateBlue A,0,Perfect,Medium,Future Restock Warning: Forecasted sales 478 exceed current stock 0
83,BurlyWood Quibusdam,0,Overstock,Low,Future Restock Warning: Forecasted sales 441 exceed current stock 0
84,GreenYellow Cumque,0,Overstock,Low,Future Restock Warning: Forecasted sales 444 exceed current stock 0
85,SaddleBrown Illo,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
86,PapayaWhip Sapiente,0,Overstock,Low,Future Restock Warning: Forecasted sales 444 exceed current stock 0
87,PaleVioletRed Voluptatibus,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
88,DarkGoldenRod Facere,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 460 exceed current stock 0
89,PaleGoldenRod Recusandae,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 432 exceed current stock 0
90,OldLace Inventore,0,Perfect,Medium,Future Restock Warning: Forecasted sales 433 exceed current stock 0
91,PaleVioletRed Sint,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 433 exceed current stock 0
92,Orchid Quo,0,Overstock,Low,Future Restock Warning: Forecasted sales 454 exceed current stock 0
93,DarkBlue Ipsa,0,Overstock,Low,Future Restock Warning: Forecasted sales 448 exceed current stock 0
94,MediumOrchid Eveniet,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 437 exceed current stock 0
95,HoneyDew Rerum,0,Perfect,Medium,Future Restock Warning: Forecasted sales 466 exceed current stock 0
96,BlueViolet Expedita,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 450 exceed current stock 0
97,SkyBlue Voluptatem,0,Perfect,Medium,Future Restock Warning: Forecasted sales 436 exceed current stock 0
98,PaleGreen Totam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
99,Gray Incidunt,0,Overstock,Low,Future Restock Warning: Forecasted sales 435 exceed current stock 0
100,GreenYellow Unde,0,Perfect,Medium,Future Restock Warning: Forecasted sales 458 exceed current stock 0
101,Chartreuse Rem,0,Overstock,Low,Future Restock Warning: Forecasted sales 464 exceed current stock 0
102,DarkOliveGreen Labore,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 455 exceed current stock 0
103,LightSlateGray Numquam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 458 exceed current stock 0
104,Khaki Labore,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 429 exceed current stock 0
105,LightCyan Libero,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
106,NavajoWhite Vitae,0,Overstock,Medium,Future Restock Warning: Forecasted sales 456 exceed current stock 0
107,BlueViolet Beatae,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
108,RosyBrown Fugiat,0,Overstock,Medium,Future Restock Warning: Forecasted sales 452 exceed current stock 0
109,Navy Cum,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 471 exceed current stock 0
110,DodgerBlue Illo,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 434 exceed current stock 0
111,Gray Labore,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 434 exceed current stock 0
112,Magenta Velit,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
113,LightSalmon Ullam,0,Overstock,Medium,Future Restock Warning: Forecasted sales 446 exceed current stock 0
114,Silver Omnis,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
115,DarkBlue Pariatur,0,Perfect,Medium,Future Restock Warning: Forecasted sales 426 exceed current stock 0
116,ForestGreen Fugiat,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 439 exceed current stock 0
117,Maroon Aperiam,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 457 exceed current stock 0
118,Gray Deleniti,0,Perfect,Medium,Future Restock Warning: Forecasted sales 449 exceed current stock 0
119,LightSeaGreen Soluta,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 502 exceed current stock 0
120,Wheat Quia,0,Overstock,Medium,Future Restock Warning: Forecasted sales 412 exceed current stock 0
121,MediumSpringGreen Expedita,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 448 exceed current stock 0
122,Black Sint,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 419 exceed current stock 0
123,LightSeaGreen Occaecati,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 451 exceed current stock 0
124,Turquoise Tempore,0,Perfect,Medium,Future Restock Warning: Forecasted sales 446 exceed current stock 0
125,DarkSalmon Ullam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 439 exceed current stock 0
126,LavenderBlush Nihil,0,Overstock,Medium,Future Restock Warning: Forecasted sales 441 exceed current stock 0
127,Linen Neque,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
128,Teal Aperiam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
129,DarkSeaGreen Sunt,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 459 exceed current stock 0
130,OldLace Hic,0,Overstock,Medium,Future Restock Warning: Forecasted sales 441 exceed current stock 0
131,OliveDrab Modi,0,Overstock,Low,Future Restock Warning: Forecasted sales 504 exceed current stock 0
132,DarkCyan Vitae,0,Overstock,Medium,Future Restock Warning: Forecasted sales 491 exceed current stock 0
133,SteelBlue Debitis,0,Perfect,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
134,MediumOrchid Quisquam,0,Perfect,Medium,Future Restock Warning: Forecasted sales 451 exceed current stock 0
135,Maroon Iure,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 416 exceed current stock 0
136,IndianRed Voluptates,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 384 exceed current stock 0
137,Thistle Quod,0,Overstock,Low,Future Restock Warning: Forecasted sales 438 exceed current stock 0
138,BurlyWood Provident,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 397 exceed current stock 0
139,SandyBrown Culpa,0,Overstock,Low,Future Restock Warning: Forecasted sales 433 exceed current stock 0
140,MediumTurquoise Mollitia,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
141,RosyBrown Assumenda,0,Perfect,Medium,Future Restock Warning: Forecasted sales 433 exceed current stock 0
142,Indigo Omnis,0,Overstock,Low,Future Restock Warning: Forecasted sales 468 exceed current stock 0
143,DarkTurquoise Nisi,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 433 exceed current stock 0
144,DimGray Labore,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 465 exceed current stock 0
145,LightSalmon Deleniti,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 461 exceed current stock 0
146,DarkSlateGray Nam,0,Overstock,Medium,Future Restock Warning: Forecasted sales 475 exceed current stock 0
147,Pink Repudiandae,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 459 exceed current stock 0
148,DimGray Quibusdam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 422 exceed current stock 0
149,Coral Voluptatum,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 428 exceed current stock 0
150,LemonChiffon Vero,0,Overstock,Low,Future Restock Warning: Forecasted sales 443 exceed current stock 0
151,LavenderBlush Quod,0,Perfect,Medium,Future Restock Warning: Forecasted sales 456 exceed current stock 0
152,Wheat Tempore,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 452 exceed current stock 0
153,DarkSlateBlue Ut,0,Overstock,Medium,Future Restock Warning: Forecasted sales 426 exceed current stock 0
154,Fuchsia Sint,0,Perfect,Medium,Future Restock Warning: Forecasted sales 423 exceed current stock 0
155,LawnGreen Non,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 413 exceed current stock 0
156,Coral Pariatur,0,Overstock,Low,Future Restock Warning: Forecasted sales 449 exceed current stock 0
157,LavenderBlush Totam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 464 exceed current stock 0
158,ForestGreen Fuga,0,Overstock,Medium,Future Restock Warning: Forecasted sales 473 exceed current stock 0
159,DarkOliveGreen Vero,0,Perfect,Medium,Future Restock Warning: Forecasted sales 473 exceed current stock 0
160,LightSeaGreen Blanditiis,0,Overstock,Medium,Future Restock Warning: Forecasted sales 477 exceed current stock 0
161,LightGray Dolorem,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 425 exceed current stock 0
162,LightGoldenRodYellow Ipsa,0,Overstock,Low,Future Restock Warning: Forecasted sales 438 exceed current stock 0
163,DeepPink Tempore,0,Perfect,Medium,Future Restock Warning: Forecasted sales 447 exceed current stock 0
164,DarkBlue Explicabo,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 447 exceed current stock 0
165,FloralWhite Nostrum,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 442 exceed current stock 0
166,Lime Quod,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 457 exceed current stock 0
167,Wheat Ex,0,Overstock,Medium,Future Restock Warning: Forecasted sales 435 exceed current stock 0
168,RosyBrown Omnis,0,Overstock,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
169,DarkOrange Officiis,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 454 exceed current stock 0
170,MediumOrchid Nisi,0,Perfect,Medium,Future Restock Warning: Forecasted sales 433 exceed current stock 0
171,LightSeaGreen Corporis,0,Perfect,Medium,Future Restock Warning: Forecasted sales 463 exceed current stock 0
172,HotPink Rem,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
173,Chartreuse Iure,0,Overstock,Medium,Future Restock Warning: Forecasted sales 441 exceed current stock 0
174,DarkGreen Consectetur,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 440 exceed current stock 0
175,OldLace Non,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 407 exceed current stock 0
176,SkyBlue Et,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
177,DarkBlue At,0,Perfect,Medium,Future Restock Warning: Forecasted sales 444 exceed current stock 0
178,Gold Odio,0,Perfect,Medium,Future Restock Warning: Forecasted sales 392 exceed current stock 0
179,Indigo Aperiam,0,Perfect,Medium,Future Restock Warning: Forecasted sales 447 exceed current stock 0
180,MediumSlateBlue Quisquam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 452 exceed current stock 0
181,LightSlateGray Dolore,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 457 exceed current stock 0
182,Gold Aut,0,Perfect,Medium,Future Restock Warning: Forecasted sales 470 exceed current stock 0
183,PeachPuff Ullam,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 430 exceed current stock 0
184,AliceBlue Iusto,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 474 exceed current stock 0
185,DarkSeaGreen Atque,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 459 exceed current stock 0
186,PapayaWhip Atque,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 397 exceed current stock 0
187,Cornsilk Quia,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 438 exceed current stock 0
188,AntiqueWhite Ratione,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 434 exceed current stock 0
189,PaleVioletRed Corrupti,0,Overstock,Medium,Future Restock Warning: Forecasted sales 448 exceed current stock 0
190,Blue Aperiam,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 458 exceed current stock 0
191,FireBrick Asperiores,0,Overstock,Low,Future Restock Warning: Forecasted sales 450 exceed current stock 0
192,ForestGreen Non,0,Perfect,Medium,Future Restock Warning: Forecasted sales 461 exceed current stock 0
193,DarkGray Ad,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 431 exceed current stock 0
194,Indigo Illo,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 435 exceed current stock 0
195,Aquamarine Architecto,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 428 exceed current stock 0
196,LightSlateGray Quaerat,0,Overstock,Low,Future Restock Warning: Forecasted sales 439 exceed current stock 0
197,Plum Praesentium,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 470 exceed current stock 0
198,BurlyWood Officiis,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 472 exceed current stock 0
199,Brown Debitis,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 463 exceed current stock 0
200,DeepSkyBlue Earum,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
201,DarkSlateBlue Aperiam,0,Overstock,Low,Future Restock Warning: Forecasted sales 451 exceed current stock 0
202,Moccasin Error,0,Overstock,Medium,Future Restock Warning: Forecasted sales 445 exceed current stock 0
203,WhiteSmoke Accusantium,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 457 exceed current stock 0
204,PeachPuff Suscipit,0,Perfect,Medium,Future Restock Warning: Forecasted sales 437 exceed current stock 0
205,Turquoise Hic,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 456 exceed current stock 0
206,Gainsboro Adipisci,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 464 exceed current stock 0
207,Khaki Architecto,0,Perfect,Medium,Future Restock Warning: Forecasted sales 410 exceed current stock 0
208,MediumTurquoise Esse,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 458 exceed current stock 0
209,DarkCyan Consequuntur,0,Overstock,Low,Future Restock Warning: Forecasted sales 465 exceed current stock 0
210,LightGreen Est,0,Overstock,Low,Future Restock Warning: Forecasted sales 446 exceed current stock 0
211,Green Dolore,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 439 exceed current stock 0
212,Gold Odio,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 448 exceed current stock 0
213,OrangeRed Repellat,0,Overstock,Low,Future Restock Warning: Forecasted sales 453 exceed current stock 0
214,HotPink Fugit,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 429 exceed current stock 0
215,BlanchedAlmond Beatae,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 538 exceed current stock 0
216,Silver Cum,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
217,LightGreen Quibusdam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 433 exceed current stock 0
218,Gold Similique,0,Perfect,Medium,Future Restock Warning: Forecasted sales 442 exceed current stock 0
219,GhostWhite Voluptates,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 448 exceed current stock 0
220,DarkOrange Fugiat,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 446 exceed current stock 0
221,BlanchedAlmond Odio,0,Perfect,Medium,Future Restock Warning: Forecasted sales 417 exceed current stock 0
222,Cyan Architecto,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 453 exceed current stock 0
223,Navy Architecto,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 441 exceed current stock 0
224,Orange Quidem,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 443 exceed current stock 0
225,GreenYellow Ratione,0,Understock,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 448 exceed current stock 0
226,WhiteSmoke Beatae,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 444 exceed current stock 0
227,Blue Distinctio,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 455 exceed current stock 0
228,BlanchedAlmond Ea,0,Perfect,Medium,Future Restock Warning: Forecasted sales 452 exceed current stock 0
229,SaddleBrown Accusantium,0,Understock,Very High,Immediate Restock Needed: Very High; Future Restock Warning: Forecasted sales 393 exceed current stock 0
230,LightCoral Magnam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 465 exceed current stock 0
231,DarkKhaki Unde,0,Overstock,Medium,Future Restock Warning: Forecasted sales 455 exceed current stock 0
232,Cornsilk Natus,0,Overstock,Low,Future Restock Warning: Forecasted sales 433 exceed current stock 0
233,SeaGreen Saepe,0,Perfect,Medium,Future Restock Warning: Forecasted sales 451 exceed current stock 0
234,LightCyan Fuga,0,Perfect,Medium,Future Restock Warning: Forecasted sales 442 exceed current stock 0
235,Linen Modi,0,Perfect,Medium,Future Restock Warning: Forecasted sales 454 exceed current stock 0
236,RosyBrown Ab,0,Perfect,Medium,Future Restock Warning: Forecasted sales 393 exceed current stock 0
237,CadetBlue Ad,0,Perfect,Medium,Future Restock Warning: Forecasted sales 441 exceed current stock 0
238,Coral Officiis,0,Overstock,Medium,Future Restock Warning: Forecasted sales 434 exceed current stock 0
239,LawnGreen Exercitationem,0,Perfect,Medium,Future Restock Warning: Forecasted sales 441 exceed current stock 0
240,Thistle Quibusdam,0,Perfect,High,Immediate Restock Needed: High; Future Restock Warning: Forecasted sales 478 exceed current stock 0
241,Snow Mollitia,0,Perfect,Medium,Future Restock Warning: Forecasted sales 453 exceed current stock 0
242,WhiteSmoke Laboriosam,0,Perfect,Medium,Future Restock Warning: Forecasted sales 444 exceed current stock 0
